phenomenon_time,id_aq_legal_station,label_no
2019-09-11 02:45:00,9625,2.9
2019-09-11 02:46:00,9625,2.92
2019-09-11 02:47:00,9625,3
2019-09-11 02:48:00,9625,3
2019-09-11 02:49:00,9625,3
2019-09-11 02:50:00,9625,2.96
2019-09-11 02:51:00,9625,2.87
2019-09-11 02:52:00,9625,2.92
2019-09-11 02:53:00,9625,3
2019-09-11 02:54:00,9625,2.92
2019-09-11 02:55:00,9625,2.92
2019-09-11 02:56:00,9625,2.87
2019-09-11 02:57:00,9625,2.96
2019-09-11 02:58:00,9625,3
2019-09-11 02:59:00,9625,3
2019-09-11 03:00:00,9625,3
2019-09-11 03:01:00,9625,3
2019-09-11 03:02:00,9625,2.98
2019-09-11 03:03:00,9625,2.96
2019-09-11 03:04:00,9625,2.96
2019-09-11 03:05:00,9625,2.94
2019-09-11 03:06:00,9625,3
2019-09-11 03:07:00,9625,3.19
2019-09-11 03:08:00,9625,3.67
2019-09-11 03:09:00,9625,4.19
2019-09-11 03:10:00,9625,4.67
2019-09-11 03:11:00,9625,5.21
2019-09-11 03:12:00,9625,5.73
2019-09-11 03:13:00,9625,6.31
2019-09-11 03:14:00,9625,6.69
2019-09-11 03:15:00,9625,6.9
2019-09-11 03:16:00,9625,7
2019-09-11 03:17:00,9625,7.08
2019-09-11 03:18:00,9625,7.15
2019-09-11 03:19:00,9625,7.04
2019-09-11 03:20:00,9625,6.83
2019-09-11 03:21:00,9625,6.56
2019-09-11 03:22:00,9625,6.31
2019-09-11 03:23:00,9625,5.94
2019-09-11 03:24:00,9625,5.5
2019-09-11 03:25:00,9625,5.08
2019-09-11 03:26:00,9625,4.67
2019-09-11 03:27:00,9625,4.33
2019-09-11 03:28:00,9625,4.02
2019-09-11 03:29:00,9625,3.75
2019-09-11 03:30:00,9625,3.63
2019-09-11 03:31:00,9625,3.5
2019-09-11 03:32:00,9625,3.38
2019-09-11 03:33:00,9625,3.44
2019-09-11 03:34:00,9625,3.33
2019-09-11 03:35:00,9625,3.25
2019-09-11 03:36:00,9625,3.25
2019-09-11 03:37:00,9625,3.12
2019-09-11 03:38:00,9625,3.17
2019-09-11 03:39:00,9625,3.12
2019-09-11 03:40:00,9625,3.12
2019-09-11 03:41:00,9625,3.1
2019-09-11 03:42:00,9625,3.12
2019-09-11 03:43:00,9625,3.12
2019-09-11 03:44:00,9625,3.04
2019-09-11 03:45:00,9625,3.02
2019-09-11 03:46:00,9625,3
2019-09-11 03:47:00,9625,2.94
2019-09-11 03:48:00,9625,2.87
2019-09-11 03:49:00,9625,2.94
2019-09-11 03:50:00,9625,3
2019-09-11 03:51:00,9625,3.08
2019-09-11 03:52:00,9625,3.08
2019-09-11 03:53:00,9625,3.06
2019-09-11 03:54:00,9625,3.12
2019-09-11 03:55:00,9625,3.19
2019-09-11 03:56:00,9625,3.12
2019-09-11 03:57:00,9625,3.12
2019-09-11 03:58:00,9625,3.12
2019-09-11 03:59:00,9625,3.23
2019-09-11 04:00:00,9625,3.23
2019-09-11 04:01:00,9625,3.25
2019-09-11 04:02:00,9625,3.27
2019-09-11 04:03:00,9625,3.31
2019-09-11 04:04:00,9625,3.31
2019-09-11 04:05:00,9625,3.21
2019-09-11 04:06:00,9625,3.12
2019-09-11 04:07:00,9625,3.19
2019-09-11 04:08:00,9625,3.23
2019-09-11 04:09:00,9625,3.31
2019-09-11 04:10:00,9625,3.35
2019-09-11 04:11:00,9625,3.4
2019-09-11 04:12:00,9625,3.46
2019-09-11 04:13:00,9625,3.5
2019-09-11 04:14:00,9625,3.52
2019-09-11 04:15:00,9625,3.5
2019-09-11 04:16:00,9625,3.56
2019-09-11 04:17:00,9625,3.58
2019-09-11 04:18:00,9625,3.54
2019-09-11 04:19:00,9625,3.56
2019-09-11 04:20:00,9625,3.54
2019-09-11 04:21:00,9625,3.5
2019-09-11 04:22:00,9625,3.5
2019-09-11 04:23:00,9625,3.42
2019-09-11 04:24:00,9625,3.46
2019-09-11 04:25:00,9625,3.44
2019-09-11 04:26:00,9625,3.38
2019-09-11 04:27:00,9625,3.38
2019-09-11 04:28:00,9625,3.5
2019-09-11 04:29:00,9625,3.65
2019-09-11 04:30:00,9625,3.96
2019-09-11 04:31:00,9625,4.17
2019-09-11 04:32:00,9625,4.38
2019-09-11 04:33:00,9625,4.52
2019-09-11 04:34:00,9625,4.73
2019-09-11 04:35:00,9625,4.81
2019-09-11 04:36:00,9625,4.75
